"L","R","F","M","C"
36.13,5,85,115578,0.659933551
46.19,376,18,70739,1.077664372
96.1,22,41,56029,1.358675507
48,71,12,112511,0.676484166
77.68,10,88,99522,0.764474086
52.58,4,43,103564,0.734484473
38.32,2,53,84028,0.904737825
31.94,20,56,65103,1.167142221
104.58,32,80,114222,0.664970058
74.13,24,42,53030,1.431651895
27.55,1,79,103403,0.7339671
24.03,96,30,85368,0.888219942
109.97,12,30,55918,1.355861619
85.35,23,38,100035,0.757393112
66.48,25,49,100244,0.755588065
22.39,1,122,91128,0.83108397
107.39,7,60,99311,0.762068552
82.94,2,86,96033,0.787367051
62.35,39,6,73392,1.03
24.03,235,6,73392,1.03
108.26,24,59,105575,0.715865404
71.42,3,68,85336,0.885546077
96.35,1,62,87492,0.863288072
44.65,72,38,57596,1.30967272
53.74,6,104,99462,0.757270716
36.16,21,45,113659,0.662631116
91.74,1,59,104352,0.721700494
49.9,11,57,95289,0.789974289
84.1,36,58,103107,0.729874305
98.58,11,78,109710,0.685185398
12.9,11,38,55596,1.351954277
45.97,8,31,55642,1.3507072
22.65,24,91,114600,0.655811606
20.55,1,82,118887,0.631932339
64.45,109,34,66320,1.132759349
111.74,3,54,98038,0.766080091
80.9,38,51,80432,0.933638602
96.35,4,62,91853,0.817490664
60.48,11,101,86102,0.871194513
26.81,3,98,90418,0.82935577
28.16,2,67,99772,0.751497414
77.84,1,58,82250,0.911499088
102.71,10,45,72849,1.028986397
68.71,1,45,77987,0.960536115
51.65,15,55,83780,0.893266651
83.87,31,38,113467,0.659311165
44.52,5,53,85130,0.878743334
39,56,39,57001,1.311457343
100.68,9,51,92227,0.810541273
17.26,9,11,81937,0.912206573
96.1,60,31,52216,1.431188333
21.55,7,51,93929,0.795260889
83.52,7,67,95559,0.78088584
96.48,75,65,95518,0.780413325
31.19,14,22,54730,1.361512333
63.35,1,64,101534,0.733608939
92.45,15,70,117261,0.635178874
89.45,14,73,97885,0.760670276
47.9,25,55,91097,0.816942819
55.23,30,59,88730,0.837943649
55.71,6,63,84128,0.88377199
106.42,6,113,109075,0.681333761
91.74,3,72,60674,1.224716518
97.26,4,122,87871,0.844693244
89.03,3,79,98039,0.756928263
22.45,19,78,81033,0.91528402
82.48,15,45,97205,0.762874749
28.74,2,78,100891,0.734954258
29.65,42,75,78024,0.950140982
96.23,1,72,103478,0.715944549
88.23,180,45,80074,0.925069436
82,107,47,105448,0.702358414
49.48,2,61,57474,1.288559697
27.29,88,10,111277,0.665374696
93.16,14,32,79748,0.928148418
72.1,1,57,92596,0.799295542
48.42,85,58,51359,1.441034872
94.19,20,34,99007,0.746978698
78.35,28,45,108968,0.678618494
92.13,15,66,99380,0.743689072
68.48,11,52,54902,1.346142581
108.26,4,103,126385,0.584587649
102.97,61,61,82229,0.897384621
16.68,2,32,68796,1.071943718
21.58,3,92,81252,0.907426648
59.77,6,58,94789,0.777775797
104.84,1,80,100890,0.73022133
99.74,8,46,82198,0.895138446
34.06,14,85,96524,0.762113878
17.13,53,15,87979,0.835734664
62.9,26,55,53082,1.38513677
109.55,9,70,90676,0.810777824
50.52,4,84,88600,0.828726975
99.23,5,85,94910,0.773356654
61.81,8,51,103334,0.710294095
88.52,5,66,87096,0.842461652
31.1,30,13,75939,0.965910007
49.35,6,85,87222,0.840588842
107.97,11,83,84586,0.866116497
93.55,6,89,76929,0.952323571
44.29,4,85,88084,0.829060102
76.97,20,53,100834,0.724125295
29.71,1,92,93608,0.779446094
56.52,15,54,73594,0.991353507
38.58,6,78,92961,0.784661847
95.29,5,45,94176,0.77380288
52.52,21,57,96770,0.752291723
47.87,18,44,94505,0.770116925
85.61,1,78,97688,0.744750123
41.74,13,69,122130,0.595677639
46.1,13,91,94399,0.770311126
27.65,4,56,99083,0.733522501
69.61,4,44,69243,1.048949208
83.13,7,72,92591,0.784232377
20.87,287,49,81119,0.894173991
23.19,1,37,107668,0.67363915
16.9,4,88,94053,0.770906191
82.74,9,84,101344,0.715400813
57.1,12,58,96418,0.751877658
99.1,4,60,107228,0.676071828
21.13,3,9,91224,0.794444444
19.23,151,11,95158,0.760999706
96.19,10,33,94251,0.76655558
102.39,46,72,108362,0.666644027
96.77,29,38,57045,1.265377684
19.97,130,27,72382,0.997066121
40.52,8,35,71526,1.008923608
103.65,5,84,94699,0.760778361
23.65,31,27,83430,0.863220664
42.55,87,55,91229,0.789220204
92.65,2,25,60909,1.181765256
97.97,76,24,104992,0.685569377
28.52,404,48,109680,0.65625
48.74,7,65,85774,0.838990253
86.19,5,67,107942,0.666477923
72,44,37,96596,0.744337447
38.03,5,68,49054,1.464808986
33.55,15,75,94885,0.756962955
91.19,10,78,95712,0.749861982
66.61,18,29,93670,0.766206897
53.29,4,61,91722,0.78226347
36.71,1,110,94212,0.761354286
83.13,67,26,50464,1.420586557
107.29,7,62,82613,0.867230581
106.68,29,61,97269,0.736404404
89.35,9,62,103017,0.695298834
95.9,37,53,93161,0.768521162
76.42,9,28,48681,1.470489719
93.42,7,67,105406,0.678681764
88.9,18,79,79187,0.902894036
112.97,4,26,74707,0.956791465
90.06,20,60,79936,0.893743995
72.13,25,47,85104,0.839405903
42.52,22,47,93009,0.767970626
106.81,6,47,69445,1.027577651
61.97,5,52,50564,1.410842497
18.74,19,12,86872,0.821038309
81.71,12,47,55930,1.275212587
30.55,14,64,95009,0.750668147
108,14,50,91885,0.776086957
21.35,86,11,79822,0.892701511
68.81,8,49,95617,0.745036761
77.32,7,43,76616,0.929799128
88.06,8,59,93989,0.757864857
84.48,3,89,97760,0.728606997
109.74,39,50,66551,1.070130276
64.35,2,60,59525,1.19527963
34.52,12,50,86754,0.820040344
47.52,4,60,102459,0.694059575
71.61,6,67,94955,0.748769944
51.29,5,40,56236,1.264161391
70.13,2,46,51348,1.38430046
32,4,82,83895,0.847254187
94,34,56,91642,0.775610746
46.26,27,9,110088,0.645555556
79.23,148,28,48738,1.457490254
48.81,30,65,105426,0.673428376
16.1,14,39,57173,1.241211236
62.16,5,63,90448,0.784394016
53.58,72,17,60715,1.166852837
47.23,27,8,75179,0.942246505
106.16,3,84,110523,0.640647015
76.13,18,37,90444,0.782823294
78.58,29,80,100267,0.706098218
89.42,3,45,82181,0.861073849
25.26,14,93,83778,0.84441154
72.13,21,44,51657,1.369228759
88.06,2,69,84501,0.835834606
56.81,20,82,97301,0.725362843
84.97,1,78,88944,0.792724074
54.45,3,69,98985,0.712019397
91.32,19,84,92064,0.765469565
77.52,1,64,104064,0.676593058
30.1,10,11,111496,0.630909091
63.77,2,87,99343,0.707182388
46.1,9,36,103715,0.677307911
74.52,31,58,93874,0.748080299
50.48,4,45,89241,0.786511917
35.84,3,78,82663,0.84868599
35.26,58,51,70410,0.996027411
71.16,6,81,94452,0.74244971
74.29,1,67,86831,0.807476938
93.97,12,83,93223,0.751684992
89.16,48,38,79321,0.88335611
43.35,4,47,79014,0.886655909
98,74,75,94837,0.738562797
26.32,7,50,91158,0.767943132
56,5,43,96346,0.726250389
100.77,2,103,98576,0.709802487
93.58,16,53,58456,1.196730703
72.87,13,59,106818,0.65477251
40.1,220,40,84144,0.831087778
39,5,92,90054,0.776382171
62.29,85,23,97363,0.718099175
37.87,18,74,75406,0.925861603
32.06,117,31,48504,1.439048326
79.71,5,66,104974,0.663684722
73.45,1,114,106887,0.651210811
30.1,44,8,97856,0.71
80.97,7,74,87556,0.793000365
47.13,12,74,95970,0.723339585
65.13,48,45,93363,0.74342941
78.61,38,19,67361,1.029754457
51.97,22,51,49694,1.395562442
105.06,87,9,64966,1.066327925
29.84,11,53,70959,0.976189208
36.74,10,63,89864,0.770572087
94.23,32,27,49859,1.388584408
56.45,9,39,101074,0.684744247
112.03,2,82,98222,0.704230722
78.42,40,52,99663,0.693893019
62.52,4,60,95528,0.72390922
24,21,15,102029,0.677207167
82.06,119,64,86680,0.796799954
100.68,4,128,122933,0.561786827
40.45,17,21,58554,1.179136865
94.32,81,49,74209,0.929462599
20.58,6,68,95591,0.721502024
96.52,14,52,89362,0.771647904
107.61,2,66,91139,0.756303449
72.84,25,43,56979,1.208202145
36.45,18,79,102497,0.671539069
90.97,7,88,95204,0.722804609
93.71,7,62,84141,0.817781462
95.84,4,76,106316,0.646832085
57.42,9,61,93582,0.734644483
102.77,69,63,108742,0.63222306
87.13,13,99,89194,0.770776846
84.26,6,59,96721,0.710553034
96.1,3,35,84602,0.812313302
76.97,25,93,93800,0.73240629
38.16,6,55,86833,0.790868449
25.19,24,50,86748,0.791493983
23.19,16,83,119272,0.575621269
41.97,4,54,87334,0.785793276
80.58,28,67,99876,0.686488346
37.13,92,44,78334,0.872087599
26.71,1,71,83498,0.817774438
54.1,77,8,97856,0.6975
107.84,8,67,107343,0.635725944
74.74,14,66,95500,0.714466492
26.1,5,37,49165,1.386588223
79.1,2,45,64879,1.050657223
71.68,2,88,82559,0.825079034
69.55,7,74,87838,0.77524067
87.13,97,55,83607,0.814324997
90.06,2,63,90250,0.7542841
62.35,1,96,106628,0.638373879
23.35,9,63,82060,0.82876639
78.9,4,66,86473,0.786464214
83.03,25,65,92968,0.731493094
13.97,175,9,89386,0.760529166
85.29,28,24,58285,1.166275543
100.55,18,38,47103,1.443096193
23.84,11,75,104980,0.647266622
64.26,3,42,82833,0.819982012
100.32,18,48,76188,0.890162362
43.74,3,84,79768,0.848358239
96.26,9,48,103296,0.655015683
95.68,1,38,90002,0.751680518
57.19,14,41,77675,0.870894754
52.58,20,59,80922,0.835233064
21.06,64,15,73334,0.920963128
102.68,15,50,89808,0.751963299
86.55,7,98,93582,0.720662841
54.29,9,70,72324,0.932417455
71.68,15,53,75761,0.890019799
68.71,112,23,47595,1.416268936
33.16,4,60,88340,0.762685873
54.84,36,34,84475,0.797343238
28.81,16,46,97431,0.690650512
84.55,3,66,96751,0.695424233
103.84,22,64,89491,0.751745539
87.26,6,58,49869,1.349008201
63.65,12,97,115517,0.582283647
32.16,61,50,83383,0.806665507
27.71,4,73,107221,0.62728915
93.84,2,63,101041,0.665195416
67,2,55,101325,0.663082359
24,13,83,101114,0.664267955
34.16,5,37,80277,0.836672397
20.55,11,54,59159,1.134827161
46.13,94,56,73248,0.91625
77.52,5,54,80811,0.830013488
52.32,5,77,94466,0.709930769
106.45,263,17,90438,0.741289723
57.26,3,61,99005,0.676810666
23.32,27,24,75020,0.892363636
92.03,68,25,77593,0.862744191
110.97,2,75,91756,0.729174768
41.19,3,62,87570,0.763990179
85.55,6,8,81088,0.825
27.29,27,47,108535,0.61626093
27.48,5,77,51017,1.310647431
85.77,16,93,78812,0.847757067
36.65,2,45,53533,1.247749239
62.94,16,84,92563,0.721065869
82.48,6,42,74786,0.892427995
93.71,4,31,53936,1.236860909
108.1,1,62,87482,0.762305046
79.35,3,27,46587,1.431428295
43.65,1,95,81511,0.818104182
109.97,2,65,88117,0.756427364
40.29,3,60,90460,0.736783661
31.58,21,33,83267,0.800237669
42.71,437,31,110216,0.60440544
81.03,18,54,88445,0.752916615
95.58,5,42,95736,0.695375825
87.16,6,69,74659,0.891297365
55.68,7,62,87599,0.759543488
80.39,16,57,96789,0.687300726
17.19,5,68,89790,0.74069863
17.03,1,128,98649,0.674043427
71.55,7,76,86218,0.771128999
22.94,6,67,103410,0.642522193
95.16,14,56,87501,0.759053039
54.68,52,63,86986,0.763462741
79.55,9,56,97831,0.678767262
108.45,1,76,94455,0.702813509
57.97,22,31,82520,0.804163718
81.97,6,70,88915,0.746303211
34.81,66,40,89451,0.741461247
42.77,7,86,81293,0.815594824
26.55,30,8,97856,0.6775
53.42,2,38,74979,0.884175169
92.06,10,75,82533,0.803243551
31.06,32,28,58744,1.128214286
28.65,3,58,92630,0.715125553
46.97,6,56,94125,0.703703373
26.23,7,66,104688,0.632428741
56.58,3,60,85396,0.774692023
84,3,108,76956,0.859564426
112.81,28,10,111243,0.594440819
21.1,50,21,85913,0.769594706
46.87,31,17,67111,0.985147442
38.87,4,71,78274,0.844210977
51.16,1,83,98330,0.671945286
79.52,60,42,96446,0.684900773
46.23,25,62,88828,0.743601004
18.45,23,32,118596,0.556829741
73.87,2,59,82148,0.803856089
98.45,6,45,75513,0.874336472
102.35,2,62,65751,1.00370367
59.58,51,61,96606,0.68244726
100.13,2,60,94677,0.69633966
80.48,107,25,99217,0.664036304
40.06,1,103,94561,0.696435211
94.61,34,64,80426,0.818625942
28.26,8,66,79955,0.822299043
56.26,17,53,55075,1.193531729
43.58,144,71,81869,0.802114353
81.42,6,43,53080,1.237156745
55.55,10,71,84420,0.77772471
18.32,9,48,78464,0.836235471
31.61,9,60,82184,0.798367322
25.52,2,34,84604,0.775308023
21.94,3,49,78459,0.835948457
38.81,2,43,93727,0.699716944
89.77,35,57,90166,0.726836612
109.94,4,81,91228,0.718119985
109.94,17,66,87963,0.744702659
79.58,9,33,84484,0.774850031
82.97,20,55,103053,0.635123674
96.58,107,10,89033,0.734781486
75.61,67,10,100784,0.648963923
27.61,30,34,87913,0.743807514
106.32,7,39,81039,0.804813608
93.35,10,50,96270,0.677380804
33.13,3,60,96998,0.671249716
80.19,2,116,83165,0.782612517
42.1,217,32,46488,1.400029255
45.65,1,74,99702,0.652215703
37.26,6,13,77042,0.844045975
64.61,60,28,47951,1.355540448
30.39,14,50,95085,0.683459957
77.61,16,71,91365,0.711231544
40.68,49,51,86803,0.748592215
110.52,12,63,91024,0.713542692
65.65,63,40,52906,1.227439421
96.77,2,64,89078,0.728870877
101.26,2,34,47751,1.35951645
83.16,11,45,80817,0.803222961
70.06,39,11,89648,0.724004216
72.77,2,39,83889,0.772683546
112.03,1,101,82033,0.789771921
88.94,71,10,98764,0.655965331
93.94,2,45,90950,0.712001649
65.03,35,46,88065,0.735062056
98.65,3,82,87360,0.740988782
65.97,265,11,90291,0.716932695
105.97,15,61,98900,0.654428514
80.87,6,30,83790,0.772333333
63.42,1,97,93299,0.693535086
103.19,4,88,87325,0.740870083
32.03,19,18,94550,0.683885246
80.39,65,43,99065,0.652629385
36.9,1,81,84659,0.763417239
36.94,28,25,84429,0.765015931
104.42,6,13,98379,0.65643674
76.55,42,71,76605,0.842243326
89.19,9,91,83244,0.774857888
67.94,1,76,74101,0.870106206
54.32,11,48,93831,0.68701783
38.71,6,9,110088,0.585555556
20.9,3,59,98344,0.655315017
95.48,57,28,80963,0.795878735
18.16,23,26,50024,1.28795738
90.84,289,18,94161,0.684170092
64.71,57,23,47238,1.363048817
25.55,15,89,96608,0.666431351
22.55,1,43,93049,0.69179658
16.45,224,7,62686,1.026835338
39.97,68,25,44870,1.433750836
20.65,14,59,86620,0.742177442
93.77,5,53,86686,0.741590338
85.87,12,56,80865,0.794874297
110.1,90,35,55938,1.149063249
89.61,12,51,53198,1.207902929
89.65,5,51,84896,0.75665261
104.29,255,5,61160,1.05
90.55,13,39,49396,1.299550976
94.39,65,15,65979,0.972289971
91.48,11,63,85096,0.753827794
105.39,5,52,56462,1.135377599
77.65,4,73,78754,0.81388666
30.9,4,26,47873,1.337733378
92,11,57,80646,0.794045086
107.29,2,77,90123,0.710465253
78.77,6,71,83712,0.764650707
101.77,2,95,74066,0.862945346
20.19,5,40,69761,0.916007655
106.87,2,28,91701,0.69680407
97.16,5,73,95647,0.668030362
99.9,131,43,85974,0.743074883
49.58,8,25,52450,1.2176
98.16,47,63,80675,0.791293957
34.32,4,49,75477,0.845687295
90.26,22,46,89271,0.714593877
18.61,314,10,100472,0.634799745
32.42,2,59,80541,0.791726947
21.35,38,9,91224,0.698888889
101.13,2,81,75182,0.847747732
16.42,87,7,85624,0.744285714
33.65,2,75,60283,1.056982731
34.35,4,107,79501,0.801270927
23.29,1,73,80241,0.793687766
70.48,4,65,96693,0.658601864
84.29,3,76,71746,0.886963733
40.26,32,64,93264,0.682162356
81.52,24,34,95000,0.669690526
15.52,32,67,89045,0.714236622
109.77,57,39,56993,1.115859141
106.81,44,28,43915,1.447174086
75.48,24,71,88022,0.721764104
40.19,28,12,85695,0.741325632
65.58,6,54,80475,0.789281267
52.81,13,50,47419,1.339272022
72.39,18,63,90508,0.701515115
41,16,47,95635,0.663811052
93.77,7,52,88665,0.715828568
22.03,4,30,43997,1.442555629
79.94,26,50,79538,0.796849682
51.97,7,67,115950,0.546489866
37.19,33,51,79381,0.798170595
82,70,75,77582,0.816596247
87.65,10,61,98657,0.641866669
51.68,123,6,62259,1.017113992
92.94,5,72,90317,0.701083628
62.23,14,77,86916,0.72837993
45.71,74,19,50352,1.256990983
98.52,4,46,81221,0.779039657
79.1,1,49,76772,0.823695227
30.16,5,93,78991,0.800058361
77.97,45,29,93643,0.67474611
66.58,15,49,93195,0.677956972
18.29,11,62,83902,0.75303485
85.61,8,36,77225,0.817882551
42.77,13,78,80399,0.785563626
41.71,90,20,89005,0.709340599
27.58,33,36,53142,1.187838997
92.97,41,11,84655,0.745532928
96.58,8,54,77036,0.819158575
83.13,28,33,43164,1.461818182
91.84,31,35,45965,1.372635266
90.9,104,44,68873,0.915871241
74.74,5,48,80586,0.782426848
34,345,9,67245,0.937580192
56.39,1,49,75716,0.832198082
70.52,9,55,88604,0.711070945
14.61,5,19,48560,1.297306219
33.65,86,5,61160,1.03
35.35,1,82,86882,0.724723993
80,22,40,99177,0.634788005
93.35,4,81,85753,0.734077525
105.03,3,61,99202,0.634378944
94.48,5,54,88586,0.710252297
72.68,100,7,85624,0.734285714
69.29,31,40,70631,0.889793009
52.68,12,62,81546,0.770479116
80.94,17,48,48815,1.286855884
34.35,18,52,73187,0.858296282
107.71,2,42,56487,1.110958274
59.68,20,42,80686,0.776964157
92.9,11,69,89629,0.699150052
39.55,130,26,43810,1.428440995
46.45,2,71,76572,0.816414747
111.55,15,58,94925,0.658075323
53.48,230,13,79971,0.779887959
102.71,5,42,61051,1.021400632
39.35,23,37,75552,0.824821977
61.45,10,82,90889,0.685324627
68.26,9,75,100319,0.620769346
39,144,31,42750,1.455932164
108.35,6,49,95380,0.652557664
81.81,11,76,82886,0.750763458
69.77,39,41,82668,0.752550806
20.1,11,70,80023,0.776725316
57.26,21,70,83798,0.74161054
82.26,36,50,73964,0.839648207
54.29,10,59,70841,0.876578253
80.1,2,41,43296,1.433718588
103.65,2,80,63090,0.983662863
18.06,26,44,82596,0.751008887
50.45,77,34,78078,0.794455801
111,27,35,74052,0.837397234
95.06,9,60,73500,0.842998503
51.35,11,54,79706,0.777335081
36.23,6,46,87839,0.705171165
78.29,37,51,52044,1.188997963
103.94,10,65,78842,0.784764846
111.9,35,60,104351,0.592701939
39,78,49,56791,1.089030304
77.71,20,65,79460,0.778212056
85.81,20,53,83213,0.742994364
71.9,3,62,80734,0.765801273
19.45,24,50,110765,0.55817343
15.65,214,47,101838,0.607049628
112.65,66,37,62604,0.987120791
50.77,33,49,86330,0.715697788
94.45,16,40,80889,0.763638443
33.35,7,47,80833,0.763938119
18.97,1,51,81466,0.757720276
35.97,2,63,90863,0.678944235
41.94,5,58,84039,0.734023251
71.23,3,57,83010,0.742986146
43.03,25,79,90194,0.683735171
97.26,5,64,81662,0.754111215
88.97,24,42,45445,1.355081527
55.97,7,71,79337,0.776073711
88.77,21,34,91793,0.670704084
33.06,6,58,65833,0.935059924
62.16,12,75,75269,0.817348709
104.81,1,35,54134,1.136308789
22.65,1,28,79765,0.771087319
85.48,3,49,89006,0.690976788
97.19,2,10,83564,0.73567936
38.35,32,58,90921,0.676096501
105.52,17,34,102881,0.597434026
29.58,10,32,42050,1.46025874
60.03,57,14,86722,0.70785314
78.77,11,87,71979,0.852811931
53.42,12,54,71954,0.852759958
78.16,67,20,83302,0.73654354
101.94,5,34,84253,0.728149977
18.19,120,30,46508,1.316232906
81.32,26,36,47888,1.277978826
36.39,8,46,85335,0.717079276
30.71,220,53,45414,1.346975602
14.58,8,15,97250,0.628571517
43.81,6,95,76026,0.803118801
96.23,49,52,75015,0.813926148
71.84,6,64,94526,0.645575291
30.39,5,38,85034,0.717405391
111.94,461,51,67167,0.908231721
31.32,8,48,78489,0.776952312
62.58,16,65,73962,0.824283416
48.29,93,23,41859,1.45569101
88.84,5,55,72751,0.837370483
77.39,7,58,64594,0.943011116
35.29,15,31,75610,0.805359344
25.81,10,78,80959,0.751913932
95.58,3,54,67130,0.906626843
94.35,12,58,64240,0.947089664
46.23,18,37,84950,0.716192584
33.58,3,43,79376,0.766335668
98.1,3,57,87540,0.694763651
55.13,2,62,91011,0.667879817
99.35,23,59,84795,0.716748865
77.16,88,10,103500,0.586999807
86.16,22,36,68760,0.883333333
61.61,32,58,74908,0.810649463
93.48,5,45,78758,0.770872165
27.39,8,81,73941,0.820894497
95.29,11,60,88186,0.688250629
38.45,3,62,72630,0.835425306
105.84,24,26,44816,1.353867369
22,19,28,42440,1.4296336
101.9,7,56,86835,0.698594461
98.61,11,75,79162,0.765996564
18.35,86,7,58856,1.03
38.03,62,74,76240,0.795091028
95.1,7,45,72869,0.831767281
79.74,11,47,81560,0.742864272
34.26,4,53,70743,0.856389749
12.71,23,8,86723,0.698258824
50.9,2,67,73170,0.827588903
90.61,5,77,88662,0.682154474
111.52,1,68,82504,0.733065548
35.23,15,57,66811,0.904841119
71.19,4,40,51323,1.176348031
31.68,40,45,83981,0.718592062
93.58,16,62,79286,0.761092374
